uid,domainID,siteID,plotID,trapCoordinate,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,date,eventID,individualID,taxonID,scientificName,taxonRank,identificationQualifier,identificationStatus,sex,reproductiveCondition,recapture,fate,replacedTag,lifeStage,testes,nipples,pregnancyStatus,vagina,hindfootLength,earLength,tailLength,totalLength,weight,bloodSampleID,bloodSampleMethod,fecalSampleID,fecalSampleCondition,earSampleID,hairSampleID,whiskerSampleID,voucherSampleID,measuredBy,recordedBy,remarks,consistencyTagIDSexQF,consistencyTagIDTaxonIDQF,consistencyTagIDLifeStageQF,orderTagIDRecaptureQF,orderTagIDLifeStageQF,,
78D6B3DE450D482B9AAD416B2FFF5D3A,D01,BART,BART_062,E10,,,,,,,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.062E10,BLBR,Blarina brevicauda,species,, ,F,N,N,dead,,adult,,,not,,,,,,,,,,,,,,BART.20141022.062E10.V,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,pBFUDKSIh66fRG57EpVl0C3Ww7OhZRu7,,0,0,0,-1,0,,
1EC98B0CA79D4F0882780244A6082B0B,D01,BART,BART_012,A3,deciduousForest,44.047647,-71.315957,WGS84,,623.1,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1635,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,17,12,87,,17,BART.20141022.R1635.B,mandibular,BART.20141022.R1635.F,fresh,,BART.20141022.R1635.H,BART.20141022.R1635.H,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
60A1B6369B2E4F6FAA2D5400E667A5AE,D01,BART,BART_012,G10,deciduousForest,44.047033,-71.315184,WGS84,,612.5,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0R0568,PEMA,Peromyscus maniculatus,species,cf. genus, ,M,N,Y,dead,,,,,not,,,,,,,,,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,"dead in trap, half of body missing",-1,1,1,-1,1,,
870FFB5ED5054174B7CBDA1925A2B9F9,D01,BART,BART_012,J5,deciduousForest,44.04749,-71.314828,WGS84,,615.3,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1294,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,BART.20141022.R1294.B,mandibular,BART.20141022.R1294.F,fresh,,BART.20141022.R1294.H,BART.20141022.R1294.H,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
18F884CB10CC48B5815C040208F1896C,D01,BART,BART_012,B6,deciduousForest,44.04738,-71.315822,WGS84,,619.3,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1780,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,dead,,subadult,nonscrotal,,,,21,13,83,,19,BART.20141022.R1780.B,mandibular,BART.20141022.R1780.F,fresh,BART.20141022.R1780.E,BART.20141022.R1780.H,BART.20141022.R1780.H,BART.20141022.R1780.V,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,Poor condition when releasing. euthanized,0,0,0,-1,0,,
D803BE74B4AF4E3081428CBD2E8EDA74,D01,BART,BART_062,J9,,,,,,,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1645,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,subadult,nonscrotal,,,,,,,,15,,,,,,,,,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,pBFUDKSIh66fRG57EpVl0C3Ww7OhZRu7,,0,0,0,-1,0,,
CC6484DF7C2F43119B80DBA2748125CB,D01,BART,BART_062,H4,,,,,,,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0R0585,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,subadult,,nonenlarged,not,neither,,,,,17,,,,,,,,,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,pBFUDKSIh66fRG57EpVl0C3Ww7OhZRu7,,0,0,1,-1,1,,
309E946C7D9F42F79F7F3924A14A0848,D01,BART,BART_012,J4,deciduousForest,44.04758,-71.314831,WGS84,,616.2,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1836,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,,,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
C0988F83D8A74AAF86D28E7E55DE148D,D01,BART,BART_062,F5,,,,,,,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0R0560,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,17,,,,,,,,,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,pBFUDKSIh66fRG57EpVl0C3Ww7OhZRu7,,0,0,0,-1,0,,
1D389CF1BA95419EB43462A2C5AFEBCE,D01,BART,BART_001,B1,mixedForest,44.047229,-71.305504,WGS84,,528.3,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0L1914,PELE,Peromyscus leucopus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,20,15,94,,20,BART.20141022.L1914.B,mandibular,BART.20141022.L1914.F,fresh,BART.20141022.L1914.E,BART.20141022.L1914.H,BART.20141022.L1914.H,,zODC+zTh3jdirl1TrocIEpIzzI4HVn+v4CpD+3T/m4Y=,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,,0,0,0,-1,0,,
204A80DD4A654BA0828D156843F5EEB8,D01,BART,BART_062,E5,,,,,,,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.O062E5,BLBR,Blarina brevicauda,species,, ,F,N,N,,,adult,,,not,,,,,,,,,,,,,,BART.20141022.O062E5.V,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,pBFUDKSIh66fRG57EpVl0C3Ww7OhZRu7,,0,0,0,-1,0,,
21E8C43FD2FF437C907FEEDCB10AE8CD,D01,BART,BART_012,C10,deciduousForest,44.047023,-71.315683,WGS84,,614.7,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0R0567,PESP,Peromyscus sp.,genus,cf. genus, ,M,N,Y,dead,,,,,not,,,,,,,,,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,"dead in trap, half of body missing",-1,1,1,-1,0,,
A7D17AA754BA430D9637FA6CD90400E1,D01,BART,BART_001,A5,mixedForest,44.046866,-71.305615,WGS84,,530.5,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.O001A5,BLBR,Blarina brevicauda,species,, ,F,N,N,dead,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,BART.20141022.O001A5.V,zODC+zTh3jdirl1TrocIEpIzzI4HVn+v4CpD+3T/m4Y=,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,,0,0,0,-1,0,,
222AF4B14E234047914A48CA42B8E3F8,D01,BART,BART_062,E1,,,,,,,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0R0557,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,17,,,,,,,,,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,pBFUDKSIh66fRG57EpVl0C3Ww7OhZRu7,,0,0,0,-1,0,,
15E23608D4D0413DA0D8DE7E87154E7A,D01,BART,BART_012,A4,deciduousForest,44.047557,-71.315954,WGS84,,622,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0L1844,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,18,,,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
211B89B2ED1B43B08D38B7A993667A1F,D01,BART,BART_012,A8,deciduousForest,44.047198,-71.31594,WGS84,,617.8,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1846,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,19,,,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
7B7BF5E41F974B678C98E6445E350F93,D01,BART,BART_001,E6,mixedForest,44.046786,-71.305112,WGS84,,524.6,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0L1732,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,subadult,nonscrotal,,,,19,14,90,,17,,,,,,,,,zODC+zTh3jdirl1TrocIEpIzzI4HVn+v4CpD+3T/m4Y=,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,,0,0,1,-1,1,,
B4FC73FBADFF4FAB8DBC6EC79BDB925D,D01,BART,BART_001,C4,mixedForest,44.046961,-71.305369,WGS84,,527.3,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.955139,MYGA,Myodes gapperi,species,, ,F,N,N,,,adult,,nonenlarged,not,neither,19,,,,20,BART.20141022.955139.B,mandibular,BART.20141022.955139.F,fresh,BART.20141022.955139.E,,,,zODC+zTh3jdirl1TrocIEpIzzI4HVn+v4CpD+3T/m4Y=,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,,0,0,0,-1,0,,
8CAD07BDE0B646498DE2A12343E70599,D01,BART,BART_012,B1,deciduousForest,44.04783,-71.31584,WGS84,,624.7,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1640,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,19,,,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
8C0852725E434120811DE60B566F022A,D01,BART,BART_062,J1,,,,,,,,10/22/2014,MAM.BART.2014.11,NEON.MAM.D01.O062J1,BLBR,Blarina brevicauda,species,, ,F,N,N,dead,,adult,,,not,,,,,,,,,,,,,,BART.20141022.O062J1.V,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,pBFUDKSIh66fRG57EpVl0C3Ww7OhZRu7,,0,0,0,-1,0,,
7E0A72408AA340B9A62CF58C54601083,D01,BART,BART_007,F2,mixedForest,44.051384,-71.298263,WGS84,,419.9,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.O007F2,BLBR,Blarina brevicauda,species,, ,F,N,N,dead,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,BART.20141023.O007F2.V,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,Collected for Archive,0,0,0,-1,0,,
37DDBCD78CCD47269D7022CB10A014EE,D01,BART,BART_015,F3,mixedForest,44.043087,-71.274952,WGS84,,440.6,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1789,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,adult,nonscrotal,,,,,,,,20,BART.20141023.R1789.B,mandibular,,,,,,,izy94B+zkDQRVLvo+lBVcDUgk1qZpGCz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
5024EA31E2614E74AC4199DF2CDD1B81,D01,BART,BART_007,B1,mixedForest,44.051464,-71.298766,WGS84,,425.4,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0L0687,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,BART.20141023.L0687.B,mandibular,,,,,,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
9119321004D54875833B821E64AA21EB,D01,BART,BART_007,B6,mixedForest,44.051014,-71.298748,WGS84,,428,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1999,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,adult,nonscrotal,,,,,,,,,BART.20141023.R1999.B,mandibular,,,BART.20141023.R1999.E,,BART.20141023.R1999.H,BART.20141023.R1999.V,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,Both ears shredded from ripped out eartags.,0,0,0,-1,0,,
A595753DCEBD4040903F540D81177EF2,D01,BART,BART_015,B9,mixedForest,44.042537,-71.27543,WGS84,,451.8,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R0540,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,17,BART.20141023.R0540.B,mandibular,BART.20141023.R0540.F,fresh,,,,,izy94B+zkDQRVLvo+lBVcBmu4aQG+LKn,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,1,-1,1,,
AC7C15B8846C4E26A02C5CF01C9DCC53,D01,BART,BART_015,J9,mixedForest,44.042557,-71.274432,WGS84,,446.6,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0L1810,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,16,BART.20141023.L1810.B,mandibular,,,,,,,izy94B+zkDQRVLvo+lBVcDUgk1qZpGCz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
56DB83C841EA4BD78013949FCDB9B343,D01,BART,BART_015,B10,mixedForest,44.042447,-71.275427,WGS84,,453.2,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1117,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,17,,unsuccessful,,,,,,,izy94B+zkDQRVLvo+lBVcBmu4aQG+LKn,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
E033EBF8FB4A4705A3034EFF23AEC306,D01,BART,BART_015,F9,mixedForest,44.042547,-71.274931,WGS84,,449.1,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1119,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,19,BART.20141023.R1119.B,mandibular,,,,,,,izy94B+zkDQRVLvo+lBVcDUgk1qZpGCz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,1,-1,1,,
3BD5BA52EB164404A27DB8AF26074A0E,D01,BART,BART_015,A3,mixedForest,44.043075,-71.275576,WGS84,,443.7,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R0423,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,20,13,93,,22,BART.20141023.R0423.B,mandibular,,,,BART.20141023.R0423.H,BART.20141023.R0423.H,,izy94B+zkDQRVLvo+lBVcBmu4aQG+LKn,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
FBC3FDE9453A4A1F9F8E4AE315486C69,D01,BART,BART_007,H2,mixedForest,44.051389,-71.298014,WGS84,,416.9,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0L0684,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,subadult,nonscrotal,,,,,,,,,BART.20141023.L0684.B,mandibular,BART.20141023.L0684.F,fresh,,,,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
BA372A11B1D842CE80997EDC5852E004,D01,BART,BART_007,A2,mixedForest,44.051372,-71.298887,WGS84,,427.5,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R0614,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,BART.20141023.R0614.B,mandibular,BART.20141023.R0614.F,fresh,,,,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
89124816BD0E432A9802AA38AEE028AE,D01,BART,BART_015,D2,mixedForest,44.043172,-71.275205,WGS84,,440.4,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1783,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,20,16,85,,16,BART.20141023.R1783.B,mandibular,,,BART.20141023.R1783.E,BART.20141023.R1783.H,BART.20141023.R1783.H,,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,izy94B+zkDQRVLvo+lBVcBmu4aQG+LKn,,0,0,0,-1,0,,
DBC56FF4E2D24B05BF61758862AA3DBC,D01,BART,BART_007,I9,mixedForest,44.050762,-71.297865,WGS84,,418.8,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0L0683,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,subadult,,nonenlarged,not,neither,,,,,,BART.20141023.L0683.B,mandibular,,,,,,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
0EF5E05E53844384B2D0B18BF89F299A,D01,BART,BART_015,I6,mixedForest,44.042825,-71.274567,WGS84,,443,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1799,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,19,16,82,,16,BART.20141023.R1799.B,mandibular,BART.20141023.R1799.F,fresh,BART.20141023.R1799.E,BART.20141023.R1799.H,BART.20141023.R1799.H,,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,izy94B+zkDQRVLvo+lBVcBmu4aQG+LKn,,0,0,0,-1,0,,
434C1B019632420B8268B6841607B5AA,D01,BART,BART_015,C1,mixedForest,44.04326,-71.275333,WGS84,,439.5,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.O015C1,SOCI,Sorex cinereus,species,, ,F,N,N,dead,,adult,,,not,,,,,,,,,,,,,,BART.20141023.O015C1.V,izy94B+zkDQRVLvo+lBVcDUgk1qZpGCz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
1B80B205A59D4FCEA2E8FFEFF62AF2EC,D01,BART,BART_007,B10,mixedForest,44.050654,-71.298734,WGS84,,430,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R2000,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,,,,,,BART.20141023.R2000.B,mandibular,BART.20141023.R2000.F,fresh,BART.20141023.R2000.E,BART.20141023.R2000.H,BART.20141023.R2000.H,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
F6C6E2FFFEE64E97B316DFDF669CCB26,D01,BART,BART_015,E5,mixedForest,44.0429,-71.2751,WGS84,0.2,419.1,0.3,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1821,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,17,BART.20141023.R1821.B,mandibular,,,,,,,izy94B+zkDQRVLvo+lBVcDUgk1qZpGCz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
5C539D889BA144C5877136DC58647290,D01,BART,BART_015,I10,mixedForest,44.042465,-71.274554,WGS84,,448.5,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0L1809,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,19,BART.20141023.L1809.B,mandibular,,,,,,,izy94B+zkDQRVLvo+lBVcDUgk1qZpGCz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
2A392CEEBAFC47DBB0E0C42646297091,D01,BART,BART_015,E10,mixedForest,44.042455,-71.275053,WGS84,,451.2,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1822,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,15,BART.20141023.R1822.B,mandibular,,,,,,,izy94B+zkDQRVLvo+lBVcDUgk1qZpGCz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,"Two entries for trap coordinate E10 from this day/grid. The other indicated a note of closed but empty"" and is entered in the XX grid location.""",0,0,0,-1,0,,
0620F67F3B6C48A89DCF6059F0BFD268,D01,BART,BART_007,A9,mixedForest,44.050742,-71.298862,WGS84,,431,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0L1671,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,BART.20141023.L1671.B,mandibular,,,,,,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
A65195D5205B476889D2F7BDE8523394,D01,BART,BART_007,A6,mixedForest,44.051012,-71.298873,WGS84,,429.5,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.O007A6,BLBR,Blarina brevicauda,species,, ,F,N,N,dead,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,BART.20141023.O007A6.V,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,Collected for archive,0,0,0,-1,0,,
E07E03FB8AF3412394EAD476A032DDEA,D01,BART,BART_007,B7,mixedForest,44.050924,-71.298745,WGS84,,428.5,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R0679,PEMA,Peromyscus maniculatus,species,cf. species, ,,N,N,dead,,,,,not,,,,,,,,,,,,,,BART.20141023.R0679.V,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,"Dead when removed from trap at processing station, collected for archive",0,0,0,-1,0,,
1D241D94CC344C29A8C4EB6B8CD13526,D01,BART,BART_007,B3,mixedForest,44.051284,-71.298759,WGS84,,426.5,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1665,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,dead,,subadult,,nonenlarged,not,neither,,,,,,,,BART.20141023.R1665.F,fresh,,,,BART.20141023.R1665.V,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,"Doing poorly, euthanized, collected for voucher
Botfly",0,0,0,-1,0,,
B5EDCE4D65654F49934D8CF415395A97,D01,BART,BART_007,I10,mixedForest,44.050672,-71.297861,WGS84,,419.3,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R0691,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,,BART.20141023.R0691.B,mandibular,,,,,,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
7FE0D731A329481D87BE834C835C0934,D01,BART,BART_007,G10,mixedForest,44.050667,-71.298111,WGS84,,422.4,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0L0685,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,subadult,,nonenlarged,not,neither,,,,,,BART.20141023.L0685.B,mandibular,,,,,,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
3CD15762298E4C9E9FB4B94870FD773C,D01,BART,BART_007,B2,mixedForest,44.051374,-71.298762,WGS84,,425.9,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1702,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,dead,,adult,nonscrotal,,,,,,,,,,,,,,,,BART.20141023.R1702.V,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,"Euthanized after processing, collected for archive",0,0,0,-1,0,,
BF79A8735A60463B9177E2144ABD9AF9,D01,BART,BART_015,H4,mixedForest,44.043002,-71.274699,WGS84,,440.8,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1790,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,subadult,,nonenlarged,not,neither,,,,,17,BART.20141023.R1790.B,mandibular,,,,,,,izy94B+zkDQRVLvo+lBVcDUgk1qZpGCz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
40297338E455445C91660AF55E6CBBAC,D01,BART,BART_007,H5,mixedForest,44.051119,-71.298003,WGS84,,418.3,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1998,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,,,,,,BART.20141023.R1998.B,mandibular,,,BART.20141023.R1998.E,BART.20141023.R1998.H,BART.20141023.R1998.H,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
1A4537290E6C46A8829F01EE8745BE62,D01,BART,BART_007,H6,mixedForest,44.051029,-71.298,WGS84,,418.8,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1703,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,BART.20141023.R1703.B,mandibular,,,,,,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
D501872275A74D02B35338D06924CCCB,D01,BART,BART_007,H9,mixedForest,44.050759,-71.297989,WGS84,,420.3,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.O007H9,BLBR,Blarina brevicauda,species,, ,F,N,N,dead,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,BART.20141023.O007H9.V,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,Collected for archive,0,0,0,-1,0,,
BA557AC7C24C48709CB7116DCA4258E8,D01,BART,BART_015,I4,mixedForest,44.043005,-71.274574,WGS84,,440.2,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1198,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,16,BART.20141023.R1198.B,mandibular,,,,,,,izy94B+zkDQRVLvo+lBVcDUgk1qZpGCz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,1,-1,1,,
595FB3CE9BD04C4A8B1EDDF446CB707E,D01,BART,BART_007,J6,mixedForest,44.051034,-71.29775,WGS84,,415.8,,10/23/2014,MAM.BART.2014.11,NEON.MAM.D01.0R1979,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,,,,,,BART.20141023.R1979.B,mandibular,,,BART.20141023.R1979.E,,,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
